,content,sentiment,raw,rate
12206,BUEN BUEN PRECI BUEN ATENCION PREVI COMPR,[1 0],"Muy buen producto, vale la pena. Excelente calidad, y buen precio. Sin contar la buena atención que tuve previo a la compra.",positive
12207,EXELENT EXELENT CUBRI,[1 0],Exelente Exelente producto cubrio todas mis expectativas,positive
12208,BAJ LLEV DUR DESOLD SOPORT,[0 1],No nos sirvio hay que bajarlo y llevar a soldar No duró 5 minutos que se desoldaron los dos soportes del costado,negative
12209,MAL FUNCION FORM INTENT INSTRUCCION PRIMER VEZ TEN PROBLEM JUEGUET,[0 1],"Muy malo No funciono nunca formo el personaje, despues de 3 intentos como decian las instrucciones ,  es la primera vez que tenemos un problema con un jueguete de la marca ....",negative
12210,SAB ERA ORIGINAL ERA SIQU BUEN FRAGANCI,[0 1],Malo lo tire. aun sabiendo que no era original. no era siquiera una buena fragancia.,negative
12211,MAL CHIC VERD DIR MATERIAL LIND PER,[0 1],Muy malo Me quedo chico la verdad no cede hasta un 100 yo diría que es hasta un 95 el material es lindo pero no me sirve,negative
12212,PUED UTILIZ,[0 1],"Se puede utilizar!!!!!! Adecuada para ejercitar, utilizable",negative
12213,EXCELENT EXELENT TOD ENVI GLOB HERMOS COLOR,[1 0],"Excelente Exelente, todo ok con el envio y los globos. hermoso color",positive
12214,BRAZ SAL CUAND PON VOLV RESEC,[0 1],"Malo Me vino roto, con el blister abierto y un brazo salido, y cuando lo ponía se volvía a salir, el plástico reseco.",negative
12215,MAL MAND TUV MAND RECONOC,[0 1],Mal todo Me paso que me mandaron  otra cosa y tuve que mandar comisionista a cambiar y no me reconocieron,negative
12216,EXELENT ENTREG TIEMP FORM MUCH GRACI RECIBI AMBOS PRODUCT EXELENT ESTAD YMUY,[1 0],"exelente entrega en tiempo y forma ,muchas gracias recibi ambos productos en exelente estado ymuy bien embalados.",positive
12217,PROMOCION CALID DECEPCION TOTAL,[0 1],No es el producto promocionado Cero calidad una decepción total.,negative
12218,SIENT CORRIENT,[0 1],Mslo Malo.. no se siente la corriente,negative
12219,EXCELENT EXCELENT CONFORM,[1 0],"Excelente Excelente producto, muy conforme",positive
12220,BUEN ENCANT HERMOS CALID LIND,[1 0],"Muy buena Me encantó, hermosa calidad. Re lindo el producto",positive
12221,PRECI IMPEC BUEN,[1 0],"Precio calidad impecable! Muy bueno, realmente quede satisfecho y probablemente le vuelva a comprar!!!",positive
12222,LIND RECOMEND BUEN PRESENT LIND CALID COMOD QUED LIND,[1 0],"Muy lindos¡¡¡ super recomendables¡¡¡ Muy buena presentación, muy linda calidad, muy cómodos y me quedaron cómo esperaba. Muy lindos y recomendables¡¡¡",positive
12223,TRAP SOBREVALOR RASG TIEN RECOM,[0 1],Un trapo sobrevalorado Se me rasgó en la entrepierna a la tercera usada. La tela no tiene nada de elasticidad. Antidesgarro las pelotas. No lo recomiendo.,negative
12224,EXCELENT EXCELENT RECOMEND,[1 0],Excelente Excelente producto!! Muy recomendable,positive
12225,BUEN BUEN MAT,[1 0],Muy bueno!! Muy bueno!! Es un mate de excelente tamaño y forma,positive
12226,BUEN QUER IDEAL VIEN PEL,[1 0],Muy bueno Es lo que  quería el espesor es ideal me viene al pelo,positive
12227,BUEN MECH DESASTR LOC TIEN DAR VEND,[0 1],"Malo La compra buena, las mechas un desastre loco, vergüenza les tiene que dar vender esas mechas.",negative
12228,GAST DINER TIEMP MAL FABRIC DESMOLD IMPOS NINGUN OLVID MAL VENDEDOR,[0 1],"NO GASTEN DINERO NI TIEMPO... ESTA MAL FABRICADO, AL SER RIGIDO EL MATERIALSE PEGA,AUN CON DESMOLDANTE Y ES IMPOSIBLE SACARLO SIN ROMPERLO,ADEMAS EL VENDEDOR NO CONTESTO NINGUNA DE MIS PREGUNTAS, VENDIO Y SE OLVIDO, MALO TODO, PRODUCTO Y VENDEDOR.",negative
12229,ACEPT ACUERD PRECI,[0 1],"Aceptable. El producto cumple su función de acuerdo al precio,es lo que esperaba,ni más ni menos.",negative
12230,EXCELENT BUEN MATERIAL IMPRESION BUEN CALID,[1 0],Excelente El buzo está muy bueno. los materiales y la impresión del mismo son de muy buena calidad,positive
12231,LLEG CONTEST ENTIEND HAC CARG,[0 1],"Malo Me llego roto y no contestan  , no entiendo porque no se hacen cargo",negative
12232,PIL DUR TIEN BUEN DESCONFORM,[0 1],"Malo La pila no dura nada y no tiene buen alcance, muy desconforme con el producto ??????",negative
12233,PAREC CALID ORIGINAL,[0 1],Ni parecido Malísima calidad .... ni cerca al original,negative
12234,EXCEPCIONAL EXCELENT SEGUR LLEG GARANT ORIGINAL,[1 0],Excepcional Excelente hasta con seguro llegó y en perfecto estado con garantía súper original,positive
12235,MAL BUEN ESPER PRECI ELEV,[0 1],Muy malo Bueno esperaba algo diferente. El precio me parecio un poco elevado,negative
12236,EXCELENT BIEN ADECU RELACION PRECI CALID,[1 0],Excelente Todo muy bien. Producto adecuado en relación precio calidad,positive
12237,BUEN D,[1 0],buenisimo Muy buen producto.Mas d lo q esperaba,positive
12238,GENIAL RAP,[1 0],Genial Todo muy rápido y en perfectas condiciones,positive
12239,DESCRIB PARECERI CUER ORIGINAL CHIC,[0 1],"No es lo q describen No parecerian ni cuero ni originales, me mandaron 41 eur cuando arg es mas chico",negative
12240,RECOMEND EXCELENT RECOMEND CARG PERFECT AMBOS DISPOSIT,[1 0],"Muy recomendable excelente producto, recomendable. Carga perfecto ambos dispositivos siempre y cuando tengas el transformador correcto.",positive
12241,VE BUEN USAR COMPR PENS DIC DESCRIPCION IMPOS GRAND QUED RECUERD,[0 1],Se lo ve bueno no lo pude usar Lo compre pensando para moto como dice la descripción pero imposible que entre en los espirales de moto es mucho más grande. Me quedo de recuerdo!,negative
12242,RECIB ENTIEND DUR ROMP DIA PARECI MALISIM,[0 1],"malisima En el dia de recibido la hizo trizas, entiendo que no duren eternamente, pero que se rompa el mismo dia me parecio malisimo....",negative
12243,REGUL ERA PRESTACION COR,[0 1],"Regular No era lo que esperaba de la pc, supuse otras prestaciones para un core i5 de 8va",negative
12244,BUEN BUEN CONFORM,[1 0],"Muy bueno Buen producto , conforme con todo",positive
12245,ORIGINAL ORIGINAL DIG,[0 1],No es original No es original. Por lo menos que le digan la verdad para no perder tiempo.,negative
12246,RECOMEND EXCELENT FUNCIONAL,[1 0],Muy recomendable Excelente. Muy funcional. Todo perfecto.,positive
12247,ESPER DUR MOVIMIENT,[0 1],"No es lo que esperaba Es de muy mala calidad, tira del pelo cuando corta y es dura al movimiento",negative
12248,BUEN RESPECT PRECI,[1 0],Increible Muy bueno con respecto a precio!,positive
12249,EXCELENT EXCELENT CALID RAP,[1 0],Excelente Excelente calidad y rápido la entrega,positive
12250,EXCELENT VE ORIGINAL TUB SAB HABL RECOM,[1 0],Excelente Tal como se ve en la foto!! Totalmentes originales. Si ya tubieron este producto saben de que hablo!! Las recomiendo ciento por ciento,positive
12251,MALISIM,[0 1],Malo Es una estafa ... malísimo ....,negative
12252,ENCANT GRAND RELACION PRECI ESPECTACUL,[1 0],Me encanto Hermosa!!!! Me encanta!!! Es grande y relacion precio producto espectacular,positive
12253,EXCELENT,[1 0],Excelente Simplemente totalmente satisfecho,positive
12254,COMPR LUG,[0 1],"Malo, vino sin la base Malisimo, el tv me vino sin la base y la atencion de Cetrogar para cambiarlo fue pesima(aca estoy con una tv sin base) No compren en ese lugar.",negative
12255,MAL PES REGUL GUST,[0 1],Muy malo Muy pesado regular no me gustó mucho,negative
12256,BUEN MAL IDENTIFIC MED RESPET MED FIGUR DIC N°,[0 1],"Buen producto pero, mal identificadas las medidas. No respetan las medidas que figuran en el producto, dicen n° 4 y en realidad son n° 3",negative
12257,DESILUSION MAL CALID RUD TORC FUNCION RECOM,[0 1],"Una desilusión mala calidad Producto chino de mala calidad, rallada la pintura las rudas torcidas la botella sonora no funciona. No lo recomiendo",negative
12258,MAL COMUN GUST QUER ERA CORREG POSTUR,[0 1],Mala Baja calidad muy común no me gustó para nada no sirvió para lo que se quería que era corregir postura,negative
12259,BUEN BUEN CALID RESISTENT,[1 0],"Muy Buenas!! Hermosas!!!! Son de buena calidad, muy resistentes.- Recomendables",positive
12260,BUEN ACORD PUBLICIT ERA ESPER RENOV BUEN,[1 0],Buen producto acorde con lo publicitado Era lo esperado para renovar unas vintages. Ahora voy a completar la necesidad porque son buenas.,positive
12261,MAL PEGAMENT,[0 1],"Malo La verdad muy malo el producto, casi no tiene pegamento si tocas con la mano la parte del mismo olvidate que pegue bien........",negative
12262,EXCELENT BUEN MATERIAL EXCELENT RECOMEND,[1 0],"Excelente Muy buen producto, los materiales son excelentes. Recomendable totalmente",positive
12263,EXCELENT BUEN BUEN ATENCION,[1 0],Excelente Muy bueno el producto y buena atención,positive
12264,VOLV LOC ERA RECONOC,[0 1],"No volvería a comprar ni loca!!! Una porquería, no era lo que esperábamos. Además de no reconocer que la bici es de mala calidad.",negative
12265,MAL MAL LIQU,[0 1],Muy malo el producto smok stick prince es muy malo se le sale el liquido. se calienta demasiada la bateria.,negative
12266,MISM TEXTUR SOP COCIN PER,[0 1],Malo No es el mismo sabor y textura que una sopa cocinada al vapor pero safa,negative
12267,DESASTR DESASTR COMPR PON MAL MAL PORQUERI VEND,[0 1],desastre un desastre compre 2 para el dia del niño y mas lo q los hice poner mal a ellos q feliz x el regalo. m siento estafado mal con estas porquerias que m vendieron,negative
12268,EXCELENT BUEN PRODUCTOY SIENT DIFERENT TOM,[1 0],"Excelente Muy buen producto,y se siente la diferencia al tomar el agua.",positive
12269,VENDEDOR ENTREG FUNCION FUNCION CAMBI COMPONENT HAY FUNCION EQUIP ESTAB REPAR,[0 1],El vendedor entregó en fecha pero sin funcionar No funciona.. se cambio se saco de otro componente y hay funciono el equipo que se estaba reparando,negative
12270,BUEN EXCELENT ERA ESPER,[1 0],Muy bueno excelente producto.Era lo esperado. Recomendable!!!,positive
12271,REGUL COMPR PRODUCT FUNCION DIAS DEJ ANDAR GARANT TENG IR LOCAL,[0 1],"Regular Compre 3 productos dos funcionaron dos días y dejaron de andar, me dan la garantía pero tengo que ir al local en CABA.",negative
12272,BUEN EXCELENT PRODUCT,[1 0],Muy bueno Excelente productoen cuanto a tela y confeccion.,positive
12273,RECOM MAL ROMP ELECTROD,[0 1],no la volveria a comprar ni la recomiendo.. mala. no rompe bien el arco pega mucho el electrodo,negative
12274,EXCELENT PRINCIPI MAÑAN SAC LITR TEN TEMPERATUR JUST,[1 0],es lo que esperábamos Todo bien excelente el material pero al principio de la mañana no esta el agua suficientemente caliente hay que sacar aproximadamente 1 litro de agua para tener la temperatura justa.,positive
12275,BUEN PRACTIC OCUP ESPACI SILENCI,[1 0],"Muy bueno Practico, no ocupa espacio y silencioso",positive
12276,BUENISIM BUEN BUENOO,[0 1],De diez Buenisimo el producto de diez bueno buenooo,negative
12277,TIEN BORD NEGR QUIT PANTALL COLOC VEC QUED AIR INTENT BORD QUIT ESPACI PANTALL VE GUST TEMPL,[0 1],"Tiene un  borde negro que quita pantalla Al colocarlo, dos veces me quedó con aire dentro, a pesar de mi intentos por sacarselo. En los bordes tiene una franja negra que quita espacio de pantalla y se ve como cortada, por eso no me gusta este templado.",negative
12278,AMARILL TIEN PUENT DIJERON DIC NINGUN LAD PUD PROB PREGUNT NECESIT ALGUN,[0 1],"Nose. Compramos solo el amarillo para una hp 8100, y como no tiene un puente para poder ponerle alternativos, lo cual nunca nos dijeron ni dice en ningun lado. No lo pudimos ni probar. Asi que antes de comprar alternativos pregunten si no necesitan poner algun puente para que lo tome.",negative
12279,EXCELENT BUEN FUNCION,[1 0],"Excelente muy bueno, funciona bien es lo que esperaba",positive
12280,EXCELENT ERA ORIGINAL QUED COMPR RECOMEND,[1 0],Excelente El módulo era realmente original. Quedó fantástico y funciona como recién comprado. Muy recomendable.,positive
12281,EXCELENT COMBIN IDEAL TECL SOFISTIC BASIC PRACTIC TECL POSICION NECESARI IMPORT ENTER GRAND TECL YANQUIS RECOM,[1 0],"Excelente Es la combinación ideal de teclado y mouse, nada sofisticado ni muy básico. Super práctico y tiene todas las teclas en la posición necesaria. Algo importante, el enter es grande, no chiquito como en los teclados yanquis. Lo recomiendo!",positive
12282,PRECARI PRECARI PRECI,[0 1],"Muy precario Muy precario por el precio, no es lo que la foto ilustra",negative
12283,MAL CALID VERD HORRIBL MUESTR MAND DESPROLIJ,[0 1],"Malo Muy mala calidad,  la verdad horrible ,muestran una cosa y te mandan algo desprolijo y con muy mala terminación",negative
12284,BUEN BUEN AMABL,[1 0],muy bueno buen producto y muy amable el vendedra,positive
12285,MAL PLASTIC HECH DEJ MUCH DES,[0 1],Malo el plástico del que está hecho deja mucho que desear,negative
12286,LIND EXCELENT CHIQUIT PAREC,[1 0],muy lindo excelente ..pero muy chiquito.. no parece en el dibujo...,positive
12287,BUEN FUNCION TIEN BUEN CORT CALID BUEN PER RECOM PROFESIONAL PRECI RAZON CONFORM COMPR,[1 0],"dentro de lo economico muy bueno el producto funciona bien, tiene buen alcance poco mas de 60 mts no se corto para nada, en cuento a la calidad del sonido es bueno, pero no lo recomiendo para uso profesional, tambien por el precio es mas que razonable. conforme con la compra",positive
12288,EXCELENT COMPR SOBRIN AÑOS FELIZ BUEN,[1 0],Excelente Lo compre de regalo para mi sobrina de 10 años. Está feliz! Muy buen producto!,positive
12289,QUED CONFORM CHIC SIEND UNIC PEQUEÑ CONFORM CALID,[0 1],"No quedé muy conforme. Es muy chico en el Busto, siendo talle único es muy pequeño, y no quedé conforme con la calidad.",negative
12290,BUEN EXCELENT LLEG TIEMP,[1 0],"Muy bueno Excelente, lo que esperabamos!! Llego a tiempo...",positive
12291,MATERIAL EXCELENT VEO MEJOR CAVID OREJ QUED COMOD REGUL TAMAÑ ABROJ TRASER PRECI CALID,[1 0],"Re bueno. Los materiales son excelentes, yo lo veo mucho mejor que el Sparring. Tiene una cavidad para que las orejas queden cómodas y se puede regular el tamaño con un abrojo trasero. El precio me parece acorde a la calidad.",positive
12292,MAL BUSQU LAD XQ SOLUCION LEYEND TUTORIAL ENTEND SOLUCION,[0 1],Malo Si lo conocen o ya saben usuarlo contraten sino busquen otro lado xq no te solucionan nada...contrate a laa 17hs son las 0:21 y sigo leyendo tutoriales para entender xq no me lo solucionan,negative
12293,BUEN LIND CHUPIN DIC ANCHO FALL,[0 1],Bueno Es muy lindo pero no es chupín como dice es bastante ancho abajo. El cierre vino fallado.,negative
12294,DIAS DESC BORD LLEN HORRIBL CALID DESCART ARREPIENT COMPR,[0 1],Pésimas. Sábanas descartables Pésimo producto. Las usé solo 2 días y se me descosieron todos los bordes y se llenaron de pelotillas. Horrible la calidad. Son descartables. Me arrepiento de la compra.,negative
12295,EXCELENT BUEN RECOM QUED,[1 0],"Excelente Muy bueno lo recomiendo, queda bien",positive
12296,EXCELENT LLEG RAPIDISIM,[1 0],Excelente es lo mas!!!    llego rapidisimo,positive
12297,DECEPCION PERD INHALAMBR FUNCION,[0 1],Decepcionado Pérdida de plata! Lo compré por inhalámbrico y funciona pésimamente.,negative
12298,BUEN FASCIN BUEN VE ROBUST BUEN MATERIAL CALID PRODUCT GARANTI,[1 0],Muy buen producto fascinado con la batidora. Muy buena y se ve más que robusta y de buen material y el color le encanto sigan así con esa calidad y productos de esta marca son garantia,positive
12299,EXCELENT GUST PRIMER VEZ UTILIZ PRACTIC PRECI GENIAL VEND CAR GRACI,[1 0],"Excelente Me gustó, primera vez que utilizo un producto así, es muy práctico, el precio genial, en mi ciudad lo venden 1000 pesos más caro. Sigan así. Gracias",positive
12300,MAL BATERI DUR DIA AVEC CAMBI,[0 1],Muy malo la bateria no dura ni un dia y aveces se cambia la hora solo,negative
12301,MAL VIN ROT SAC FRASC MADR CORT MAN FRASC VIDRI ENVOLTORI VEN SIQU TERGOPOL PAPEL DIARI SUFR ENVI DESASTR RECOM OJAL SIRV COMENTARI MEJOR,[0 1],Muy malo Pedí 6 unidades y vinieron 2 rotas ! Al sacar los frascos del envoltorio mi madre se cortó las dos manos ya que eran frascos de vidrio ! El envoltorio venía sin siquiera tergopol o siquiera papel diario para que no sufra daños en el envió! Un desastre !! No lo recomiendo ! Y ojalá les sirva este comentario para mejorar la atención,negative
12302,EXCELENT HERMOS DISEÑ PROLIJ BUEN RECOMEND,[1 0],excelente!!! hermoso diseño muy prolijo con buenas terminaciones.recomendable 100 %,positive
12303,BUEN PRECI CALID BUEN GRACI,[1 0],Muy bueno Precio calidad muy bueno... Gracias,positive
12304,MAL EXCELENT PROYECT REALIZ,[0 1],Muy malo Excelente con muchos proyectos a realizar,negative
12305,EXCELENT BUEN RECOMEND,[1 0],"excelente muy bueno , cumplio , muy recomendable",positive
12306,EXCELENT BUEN COMPR CONFORM,[1 0],Excelente Muy buena compra muy conforme con el producto,positive
12307,EXCELENT GENIAL ENCANT RECOMEND,[1 0],"Excelente Geniales, me encantan súper recomendable..",positive
12308,POBR RELACION PRECI CALID PODR DEC BUEN,[0 1],7 Esperaba un poco más del producto. La resolución es bastante pobre. La relación precio calidad se podría decir que no es tan buena.,negative
12309,EXCELENT AUNQU GRAND ACOSTUMBR FORM GRAN,[1 0],"Excelente Me quedó bien, aunque el talle M es un poco más grande de lo que acostumbro a usar. De todas formas, es un gran producto. La calidad de la tela es genial.",positive
12310,HERMOS HERMOS ENCANT DELIC PRIMAVER QUED GENIAL,[1 0],"Hermoso Hermoso, me encantaron!! El choker es muy delicado y ahora para la primavera queda geniales!",positive
12311,FEO GUST PAREC VEND FABRIC,[0 1],Feo No me gustó. Parece alambre grueso dorado solamenrte. No culpo a los que venden pero si a los que lo fabrican. Muy caro para nada..,negative
